"ID","IntDate","H4","G3_EDU","H1","AGE","A1","B8_1","A7_1","A10","A13_1","A13_2","A13_3","C8_1","C8_2","C8_3","C8_4","C8_5","C8_6","W5"
"27902066","2022-07-23",0,"University","Female",54,3,1,1,3,NA,1,1,1,1,1,1,1,1,1
"27902071","2022-09-30",0,"University","Female",59,3,2,1,3,1,0,0,1,1,0,0,1,1,0
"27902073","2022-09-26",0,"University","Male",50,3,5,1,3,NA,0,0,0,0,0,0,0,0,1
"27902077","2022-05-30",0,"Non-University","Male",61,1,7,0,3,NA,0,0,0,0,0,0,0,0,1
"27902086","2022-05-30",0,"Non-University","Female",42,2,5,0,2,NA,0,0,0,0,0,0,0,1,1
"27902089","2022-05-25",0,"University","Male",77,3,3,1,3,NA,1,0,1,0,1,0,1,1,1
"27902092","2022-09-30",0,"Non-University","Male",83,3,4,1,3,NA,0,0,0,1,0,0,0,0,0
"27902101","2022-05-31",0,"University","Other",37,3,10,1,3,NA,0,0,0,0,0,0,0,0,0
"27902112","2022-08-12",0,"Non-University","Female",68,2,5,0,2,NA,0,0,NA,NA,NA,NA,NA,NA,1
"27902113","2022-05-25",0,"Non-University","Male",21,1,4,0,1,NA,0,0,0,0,0,0,0,0,1
"27902123","2022-06-09",0,"Non-University","Male",73,3,7,1,3,NA,0,0,1,1,0,1,1,1,0
"27902125","2022-09-30",0,"Non-University","Male",76,3,10,1,3,NA,0,0,0,0,0,0,0,0,1
"27902126","2022-05-27",0,"University","Male",61,2,7,1,1,NA,0,0,0,0,0,0,1,0,1
"27902132","2022-05-26",0,"Non-University","Male",76,2,6,0,3,NA,0,0,0,0,0,0,1,0,0
"27902136","2022-09-30",0,"Non-University","Female",68,2,6,1,NA,NA,0,0,0,0,0,0,0,0,0
"27902138","2022-08-12",0,"Non-University","Female",59,3,0,1,3,NA,0,0,0,0,0,0,0,0,0
"27902140","2022-05-29",0,"University","Male",84,2,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27902146","2022-05-28",0,"Non-University","Male",56,3,5,1,3,NA,0,0,0,0,0,1,1,0,0
"27902148","2022-06-19",0,"Non-University","Female",67,2,2,0,3,NA,0,0,0,0,0,0,1,1,1
"27902151","2022-05-27",0,"Non-University","Male",83,2,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27902153","2022-05-25",0,"Non-University","Female",47,3,4,0,2,NA,0,0,0,0,0,0,0,0,0
"27902160","2022-06-06",0,"Non-University","Male",67,0,5,0,NA,NA,0,0,1,1,0,0,1,1,0
"27902161","2022-05-29",0,"University","Male",36,2,3,0,3,NA,0,0,0,0,0,0,0,1,0
"27902167","2022-05-26",0,"University","Female",48,3,4,1,3,NA,0,0,0,0,1,1,1,1,1
"27902169","2022-08-12",0,"Non-University","Female",53,0,4,1,NA,NA,0,0,0,0,0,0,0,0,1
"27902171","2022-05-30",0,"Non-University","Other",31,2,5,0,2,NA,0,0,1,0,0,0,0,1,1
"27902182","2022-08-01",0,"Non-University","Female",41,0,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902183","2022-06-07",0,"Non-University","Female",67,3,3,1,3,NA,0,0,1,1,1,1,1,1,1
"27902187","2022-06-06",0,"Non-University","Male",40,2,0,1,3,NA,0,0,0,0,0,0,0,0,0
"27902188","2022-07-20",0,"Non-University","Female",68,3,6,0,3,NA,0,0,0,0,0,0,0,1,0
"27902191","2022-06-11",0,"University","Male",49,2,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902194","2022-05-26",0,"Non-University","Female",28,3,3,0,3,NA,1,1,0,0,0,0,1,1,0
"27902197","2022-06-06",0,"Non-University","Male",75,2,5,1,3,NA,0,0,0,0,0,0,0,0,1
"27902203","2022-06-05",0,"Non-University","Female",73,1,5,0,3,NA,0,0,0,0,0,0,0,1,0
"27902205","2022-05-28",0,"University","Female",33,2,0,0,3,NA,0,0,0,0,0,0,0,1,0
"27902209","2022-06-15",0,"Non-University","Female",43,2,7,0,3,NA,0,0,1,1,0,1,1,1,1
"27902213","2022-06-12",0,"Non-University","Female",82,2,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27902217","2022-08-01",0,"Non-University","Female",55,2,999,1,3,NA,0,0,0,0,0,0,0,0,1
"27902218","2022-08-12",0,"Non-University","Male",79,3,8,0,3,NA,0,0,0,1,0,1,1,0,1
"27902219","2022-08-12",0,"Non-University","Female",70,3,3,0,3,NA,0,0,1,0,0,0,0,0,0
"27902222","2022-06-15",0,"University","Female",29,1,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902228","2022-08-12",0,"Non-University","Male",61,3,4,1,3,NA,0,0,NA,NA,NA,1,NA,NA,1
"27902236","2022-08-12",0,"Non-University","Female",71,2,999,0,3,NA,0,0,0,0,0,0,0,0,0
"27902241","2022-06-07",0,"University","Female",53,2,5,0,3,NA,0,0,0,0,0,0,0,0,1
"27902242","2022-05-30",0,"University","Female",66,2,8,0,3,NA,0,0,0,0,0,0,0,0,1
"27902251","2022-06-17",1,"Non-University","Female",33,1,5,0,NA,NA,0,0,0,0,0,0,0,0,0
"27902253","2022-06-12",0,"Non-University","Female",38,1,999,0,2,NA,0,0,0,0,0,0,0,0,0
"27902254","2022-06-08",0,"Non-University","Female",44,2,10,0,1,NA,0,0,0,0,0,0,0,0,1
"27902256","2022-05-26",0,"Non-University","Male",60,3,5,0,NA,NA,0,0,0,0,0,0,0,0,0
"27902266","2022-05-29",0,"Non-University","Male",76,3,5,1,3,NA,0,0,NA,1,NA,NA,NA,NA,1
"27902271","2022-08-12",0,"University","Female",49,2,5,1,3,NA,0,0,0,0,0,0,0,0,0
"27902274","2022-08-12",0,"University","Female",47,2,7,0,3,NA,0,0,0,1,0,1,1,0,NA
"27902282","2022-05-30",0,"Non-University","Female",53,3,5,0,3,NA,0,0,0,0,0,0,0,1,0
"27902290","2022-05-25",0,"Non-University","Male",45,1,5,0,2,NA,0,0,0,0,0,0,1,1,0
"27902291","2022-06-04",0,"Non-University","Female",41,1,0,1,3,NA,1,0,1,1,0,1,0,1,0
"27902296","2022-05-28",0,"University","Male",28,3,4,0,3,NA,0,0,0,0,0,0,1,1,1
"27902300","2022-06-01",0,"University","Female",38,2,3,0,3,NA,0,0,1,1,0,1,1,1,0
"27902307","2022-06-06",0,"Non-University","Female",38,1,5,1,1,NA,0,0,0,0,0,0,0,0,0
"27902308","2022-09-30",0,"Non-University","Female",88,1,5,1,1,NA,0,0,0,0,0,0,0,0,0
"27902318","2022-06-06",0,"Non-University","Male",57,3,10,1,3,NA,0,0,0,0,0,1,1,1,0
"27902322","2022-09-30",0,"Non-University","Female",68,2,6,0,3,NA,0,0,0,0,0,0,0,0,1
"27902323","2022-09-30",0,"University","Male",34,2,4,1,2,NA,0,0,0,0,0,0,0,1,0
"27902325","2022-06-09",0,"University","Male",42,2,4,1,2,NA,0,0,0,0,0,0,0,0,0
"27902328","2022-06-05",0,"University","Female",39,3,3,0,3,NA,0,0,0,0,0,0,0,1,1
"27902334","2022-06-07",0,"University","Male",58,3,1,0,3,NA,0,0,0,0,1,1,1,1,1
"27902340","2022-06-03",0,"University","Female",63,2,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27902341","2022-05-28",0,"University","Male",51,1,6,0,NA,NA,0,0,0,0,0,0,0,0,1
"27902343","2022-06-08",0,"Non-University","Female",41,1,3,0,NA,NA,0,0,0,0,0,0,1,1,1
"27902344","2022-05-27",0,"University","Male",59,3,5,0,3,NA,0,1,0,0,0,0,0,1,1
"27902347","2022-05-27",0,"Non-University","Female",24,0,0,1,1,NA,0,0,0,0,0,0,0,0,0
"27902348","2022-07-08",0,"University","Female",48,3,9,0,3,NA,0,0,0,0,0,0,0,0,1
"27902351","2022-09-30",0,"Non-University","Female",75,2,6,1,NA,NA,0,0,0,0,0,0,0,0,1
"27902354","2022-05-30",0,"University","Male",44,1,2,0,3,NA,0,0,1,0,0,0,0,0,1
"27902358","2022-06-07",0,"University","Female",40,2,5,0,3,NA,0,0,0,0,0,0,1,1,1
"27902360","2022-06-20",0,"Non-University","Female",46,2,7,1,2,NA,0,0,0,0,0,0,1,1,1
"27902361","2022-08-12",0,"Non-University","Female",63,1,8,0,NA,NA,0,0,0,0,0,0,0,1,1
"27902365","2022-06-12",0,"Non-University","Female",62,2,5,1,1,NA,0,0,1,1,1,1,1,1,0
"27902374","2022-06-07",0,"Non-University","Female",77,2,8,1,3,NA,0,0,0,0,0,0,0,0,0
"27902375","2022-09-30",0,"University","Female",58,3,4,0,3,NA,1,0,1,0,1,1,1,1,1
"27902380","2022-07-22",0,"Non-University","Female",38,2,3,0,3,NA,0,0,0,0,1,0,1,1,1
"27902381","2022-08-12",0,"University","Female",52,3,1,1,3,1,1,0,1,0,1,1,1,1,1
"27902383","2022-06-02",0,"University","Male",59,2,6,0,3,NA,0,0,0,0,0,0,0,0,0
"27902386","2022-09-30",0,"University","Male",64,1,5,1,1,1,0,0,0,0,0,0,0,0,0
"27902389","2022-06-06",0,"Non-University","Male",44,3,10,0,3,NA,0,0,0,0,0,0,0,0,1
"27902393","2022-08-12",0,"Non-University","Male",75,3,8,1,3,NA,0,0,0,0,0,0,0,0,1
"27902399","2022-05-28",0,"Non-University","Male",63,2,7,0,NA,NA,0,0,0,0,0,0,1,1,1
"27902400","2022-09-30",0,"University","Male",63,2,8,1,3,NA,0,0,0,0,0,0,1,1,1
"27902401","2022-07-12",0,"University","Female",33,2,5,0,1,NA,0,0,0,0,0,0,0,0,0
"27902406","2022-06-09",0,"University","Female",70,2,5,0,3,NA,0,0,0,0,0,1,1,0,0
"27902408","2022-05-31",0,"Non-University","Male",73,3,10,0,3,NA,0,0,1,0,0,0,0,0,0
"27902409","2022-05-28",0,"University","Male",43,3,4,0,3,NA,0,0,0,0,0,0,0,0,1
"27902414","2022-06-05",0,"University","Female",47,3,6,0,3,NA,0,0,0,0,0,0,0,0,1
"27902415","2022-06-27",0,"Non-University","Male",67,2,6,0,3,NA,0,0,0,0,0,0,0,0,0
"27902417","2022-08-01",0,"Non-University","Male",77,3,6,0,3,NA,0,0,NA,1,NA,NA,NA,1,1
"27902423","2022-08-12",0,"University","Female",61,2,5,1,1,NA,0,0,0,0,0,0,0,0,0
"27902425","2022-06-02",0,"Non-University","Female",70,2,10,1,3,NA,0,0,0,1,0,0,0,0,0
"27902431","2022-06-02",0,"Non-University","Male",65,2,7,0,3,NA,0,0,1,0,0,0,0,1,1
"27902433","2022-06-04",0,"University","Male",75,2,7,0,3,NA,0,0,0,1,0,0,1,1,0
"27902435","2022-06-08",0,"Non-University","Male",52,2,4,1,3,NA,0,0,1,0,0,0,1,1,0
"27902445","2022-08-12",0,"Non-University","Female",71,3,3,0,3,NA,0,0,NA,1,1,NA,NA,1,0
"27902446","2022-06-16",0,"Non-University","Female",78,3,1,0,3,NA,0,0,0,1,0,1,1,1,0
"27902447","2022-06-10",0,"University","Male",67,2,3,1,1,NA,0,0,0,0,0,0,0,0,0
"27902455","2022-06-27",0,"Non-University","Male",72,3,7,0,3,NA,0,0,0,0,0,0,0,1,0
"27902456","2022-05-31",0,"University","Female",61,3,1,0,3,NA,1,0,1,1,1,1,1,1,1
"27902462","2022-06-11",0,"University","Male",38,3,3,0,3,NA,0,0,1,0,0,1,1,1,0
"27902468","2022-06-09",0,"Non-University","Male",77,1,999,1,2,NA,0,0,0,0,0,0,0,0,1
"27902469","2022-05-27",0,"Non-University","Male",39,0,5,1,1,NA,0,0,0,0,0,0,0,0,0
"27902470","2022-06-12",0,"Non-University","Male",62,3,5,0,2,NA,0,0,0,0,0,1,0,1,0
"27902471","2022-06-09",0,"Non-University","Male",71,3,7,0,3,NA,0,0,1,1,0,1,1,1,0
"27902476","2022-06-10",0,"University","Female",82,3,6,0,3,NA,0,0,0,1,0,0,0,0,0
"27902478","2022-08-12",0,"Non-University","Male",65,3,8,1,3,NA,0,0,1,1,0,1,1,1,1
"27902479","2022-06-04",0,"University","Female",69,2,7,0,3,NA,0,0,NA,1,NA,NA,1,1,0
"27902480","2022-05-29",0,"University","Male",82,2,2,0,3,NA,0,0,0,0,1,0,0,1,0
"27902481","2022-08-12",0,"Non-University","Male",62,3,6,1,2,NA,0,0,1,1,0,1,0,0,1
"27902483","2022-05-29",0,"University","Male",36,2,3,1,1,1,0,0,0,0,0,0,0,0,0
"27902484","2022-06-06",0,"University","Male",53,2,8,0,1,NA,0,0,0,0,0,0,0,1,0
"27902498","2022-06-06",0,"University","Male",64,2,7,0,3,NA,0,0,0,0,0,0,0,0,0
"27902504","2022-06-10",0,"University","Female",65,2,3,0,3,NA,0,0,0,0,0,0,1,1,1
"27902511","2022-05-30",0,"University","Male",42,2,7,1,2,NA,0,0,0,0,0,0,0,1,0
"27902515","2022-08-12",0,"Non-University","Male",61,2,5,1,3,NA,0,0,0,0,0,0,0,0,0
"27902517","2022-06-01",0,"Non-University","Female",34,1,5,1,3,NA,0,0,0,0,0,0,0,0,1
"27902519","2022-05-28",0,"Non-University","Female",66,2,999,0,2,NA,0,0,0,0,0,0,0,0,1
"27902521","2022-08-12",0,"Non-University","Male",73,3,5,0,3,NA,0,0,0,0,0,0,0,0,1
"27902525","2022-08-12",0,"University","Male",24,1,10,0,1,NA,1,0,0,0,0,0,0,0,0
"27902526","2022-06-13",0,"Non-University","Male",76,3,6,0,NA,NA,0,0,0,1,0,0,0,0,0
"27902536","2022-09-30",0,"University","Female",45,2,5,1,3,NA,0,0,0,0,0,0,0,0,0
"27902537","2022-08-12",0,"Non-University","Female",83,3,5,1,3,NA,0,0,0,1,0,0,0,0,0
"27902540","2022-07-23",0,"Non-University","Female",58,2,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27902541","2022-05-28",0,"University","Female",44,3,3,1,3,NA,0,0,0,0,0,0,0,0,0
"27902543","2022-09-30",0,"Non-University","Male",51,2,5,0,2,NA,0,0,0,0,0,0,0,0,0
"27902551","2022-05-29",0,"University","Female",34,2,4,1,3,NA,0,0,1,0,0,1,0,1,1
"27902560","2022-05-29",0,"University","Female",42,2,7,0,3,NA,0,0,0,0,0,0,0,0,1
"27902563","2022-05-30",0,"Non-University","Female",37,1,5,0,1,NA,0,0,0,0,1,1,1,1,0
"27902574","2022-05-27",0,"Non-University","Female",35,3,2,0,3,NA,0,0,1,1,1,0,1,1,0
"27902576","2022-06-14",0,"Non-University","Female",28,2,3,0,NA,NA,1,0,0,0,0,0,0,0,0
"27902579","2022-09-30",0,"University","Male",28,3,9,0,3,1,0,0,0,1,0,1,0,0,1
"27902582","2022-07-08",0,"University","Female",36,2,5,1,1,NA,0,0,0,0,0,0,0,1,0
"27902586","2022-08-12",0,"Non-University","Female",36,0,5,1,NA,NA,0,0,0,0,0,0,0,0,1
"27902587","2022-05-31",1,"Non-University","Male",53,2,5,0,3,NA,0,0,0,0,0,0,0,1,1
"27902593","2022-06-13",0,"Non-University","Male",54,1,3,1,2,NA,0,0,0,0,0,0,0,0,0
"27902596","2022-06-08",0,"University","Female",56,3,3,0,3,NA,0,0,0,0,0,1,1,1,1
"27902597","2022-05-27",0,"University","Female",68,3,4,0,3,NA,0,1,1,1,1,0,1,1,1
"27902604","2022-06-06",0,"Non-University","Female",40,2,999,1,1,NA,0,0,0,0,0,0,0,0,0
"27902605","2022-06-12",0,"University","Female",41,1,5,0,NA,NA,0,0,0,0,0,0,0,1,0
"27902619","2022-06-07",0,"University","Female",36,2,4,0,3,1,0,0,0,0,0,0,0,0,0
"27902622","2022-06-01",0,"Non-University","Male",51,2,7,0,3,NA,0,0,0,0,0,0,0,1,0
"27902628","2022-09-30",0,"University","Male",70,2,5,1,3,NA,0,0,0,0,0,0,0,0,1
"27902635","2022-05-28",0,"Non-University","Male",62,3,7,0,3,NA,0,0,1,1,0,1,0,0,1
"27902644","2022-09-30",0,"University","Male",44,2,5,1,1,NA,0,0,1,1,0,0,0,0,0
"27902648","2022-06-19",0,"University","Male",24,2,3,0,3,NA,0,0,0,0,0,1,1,1,1
"27902651","2022-06-06",0,"Non-University","Male",77,3,1,0,3,NA,0,0,0,0,0,0,0,0,0
"27902664","2022-09-30",0,"Non-University","Male",27,1,999,1,NA,NA,0,0,0,0,0,0,0,0,1
"27902669","2022-08-12",1,"Non-University","Female",41,3,8,0,3,NA,0,0,0,0,0,0,0,1,0
"27902678","2022-06-06",0,"University","Female",70,2,5,1,3,NA,0,0,0,0,0,0,0,0,0
"27902679","2022-06-02",0,"Non-University","Male",29,0,3,1,NA,NA,0,0,0,0,0,0,0,0,0
"27902683","2022-06-07",0,"University","Female",70,2,2,1,3,NA,0,0,0,0,0,0,0,0,0
"27902685","2022-06-21",0,"Non-University","Female",66,2,10,0,3,NA,0,0,1,1,0,0,1,1,0
"27902695","2022-06-06",0,"University","Female",29,2,7,1,3,NA,0,0,0,0,0,0,0,1,0
"27902698","2022-06-07",0,"Non-University","Female",47,2,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902703","2022-08-12",0,"Non-University","Male",43,2,5,1,NA,NA,0,0,1,0,0,0,1,1,0
"27902711","2022-05-28",0,"Non-University","Female",82,2,999,0,3,NA,0,0,0,0,0,0,0,0,0
"27902716","2022-09-30",0,"University","Female",55,1,999,0,2,NA,0,0,0,0,0,0,0,0,0
"27902718","2022-06-07",0,"Non-University","Male",78,2,8,1,3,NA,0,0,0,0,0,0,0,0,1
"27902720","2022-05-30",0,"University","Male",39,2,4,0,2,NA,0,0,0,0,0,1,0,0,1
"27902721","2022-06-03",0,"University","Female",52,3,5,1,3,NA,0,0,0,0,0,1,1,1,1
"27902722","2022-08-12",0,"Non-University","Male",58,2,7,0,NA,NA,0,0,1,0,0,0,0,0,0
"27902724","2022-08-12",0,"Non-University","Female",58,1,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902727","2022-06-07",0,"Non-University","Female",73,3,5,0,3,NA,1,0,1,NA,NA,NA,1,1,0
"27902730","2022-08-12",0,"Non-University","Male",78,3,999,0,3,NA,0,0,0,0,0,0,0,1,1
"27902732","2022-05-31",1,"Non-University","Female",42,0,7,0,3,NA,0,0,0,0,0,0,0,1,0
"27902736","2022-05-27",0,"University","Male",56,2,3,1,3,NA,0,0,0,0,0,0,1,1,1
"27902740","2022-06-06",0,"Non-University","Female",86,2,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27902743","2022-06-09",0,"University","Female",34,3,3,0,3,1,1,0,1,1,1,1,1,1,1
"27902754","2022-08-31",0,"University","Male",42,2,3,0,3,NA,0,0,0,0,0,0,0,0,1
"27902758","2022-06-16",0,"Non-University","Female",56,2,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902760","2022-06-05",0,"Non-University","Male",71,3,4,0,3,NA,0,0,0,0,0,0,0,0,0
"27902765","2022-09-30",0,"Non-University","Male",52,2,10,0,3,NA,0,0,0,0,0,0,0,1,0
"27902767","2022-06-05",0,"Non-University","Male",79,3,10,0,3,NA,0,1,0,1,0,0,1,1,1
"27902768","2022-06-29",0,"University","Female",36,1,999,1,NA,NA,0,0,0,0,0,0,0,0,0
"27902770","2022-06-01",0,"Non-University","Female",21,3,7,0,3,NA,0,0,1,0,1,1,0,1,1
"27902773","2022-05-27",0,"University","Female",56,1,5,0,3,NA,0,0,0,0,0,0,0,1,0
"27902775","2022-09-30",0,"Non-University","Female",21,2,5,0,3,1,0,0,0,0,0,0,0,1,1
"27902777","2022-06-12",0,"University","Female",44,1,3,0,1,NA,0,0,0,0,0,0,1,1,0
"27902780","2022-08-12",0,"Non-University","Female",45,2,2,1,3,1,0,0,0,0,1,0,1,1,1
"27902785","2022-06-18",0,"Non-University","Female",73,3,5,0,3,NA,0,0,0,0,0,0,0,1,0
"27902788","2022-06-02",0,"Non-University","Female",70,3,5,0,2,1,0,0,0,0,0,0,0,0,0
"27902791","2022-06-02",0,"Non-University","Female",47,2,7,1,2,NA,0,0,0,0,0,0,0,0,0
"27902794","2022-06-09",0,"Non-University","Female",57,1,3,0,3,NA,0,0,0,0,0,0,1,0,0
"27902797","2022-08-26",0,"University","Male",44,0,5,0,NA,NA,0,0,0,0,0,0,0,0,0
"27902801","2022-05-29",0,"Non-University","Male",61,3,5,1,3,NA,0,0,0,0,0,0,0,0,0
"27902802","2022-05-30",0,"Non-University","Female",61,1,5,1,3,NA,0,0,0,0,0,0,0,0,0
"27902807","2022-05-30",0,"Non-University","Male",46,1,5,1,NA,NA,0,0,0,0,1,1,0,1,1
"27902812","2022-08-12",0,"Non-University","Male",66,3,7,0,3,NA,0,0,0,0,0,1,0,0,0
"27902813","2022-06-06",0,"University","Female",71,2,4,0,3,NA,0,0,0,0,1,0,1,1,0
"27902815","2022-08-12",0,"Non-University","Male",62,3,8,1,3,NA,0,0,0,0,0,0,0,0,0
"27902819","2022-09-30",1,"Non-University","Female",52,2,6,1,2,NA,0,0,0,0,0,0,0,0,0
"27902820","2022-06-03",0,"Non-University","Female",71,3,3,0,3,NA,0,0,0,0,0,0,1,1,1
"27902822","2022-06-01",0,"University","Female",29,3,2,0,3,NA,0,0,1,0,0,1,0,1,0
"27902848","2022-06-02",0,"University","Male",63,2,7,0,3,NA,0,0,0,0,0,0,0,0,0
"27902850","2022-05-30",0,"Non-University","Female",53,1,1,0,NA,NA,0,0,0,0,1,1,1,0,1
"27902851","2022-06-12",0,"Non-University","Male",58,2,0,1,3,NA,0,0,0,0,0,0,0,0,0
"27902858","2022-08-12",0,"Non-University","Female",59,2,10,1,2,NA,0,0,0,0,0,0,0,0,0
"27902861","2022-08-12",0,"University","Male",59,3,6,1,3,NA,0,0,0,0,0,1,0,0,0
"27902864","2022-05-31",0,"University","Female",31,2,2,0,3,NA,0,0,1,0,1,1,0,1,1
"27902865","2022-06-15",0,"Non-University","Female",57,2,5,0,2,NA,0,0,0,0,0,0,0,0,0
"27902866","2022-05-27",0,"Non-University","Male",68,3,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902867","2022-06-03",0,"Non-University","Male",56,2,5,0,2,NA,0,0,0,0,0,0,1,1,0
"27902868","2022-05-31",0,"Non-University","Male",55,2,4,0,NA,NA,0,0,1,0,1,1,1,1,0
"27902874","2022-05-27",0,"Non-University","Male",30,3,3,0,3,NA,1,0,0,0,0,0,0,1,0
"27902881","2022-08-12",0,"Non-University","Female",25,0,5,0,NA,NA,0,0,NA,NA,1,NA,NA,1,0
"27902895","2022-08-12",1,"Non-University","Male",57,1,7,1,1,NA,0,0,0,0,0,0,0,0,0
"27902903","2022-08-12",0,"Non-University","Male",67,2,5,0,2,NA,0,0,0,1,0,1,0,0,0
"27902906","2022-06-01",0,"Non-University","Male",54,2,6,0,2,NA,0,0,0,0,0,0,0,1,0
"27902908","2022-05-30",0,"University","Male",69,3,4,0,3,NA,0,0,0,0,0,0,1,1,0
"27902909","2022-05-27",0,"University","Male",45,2,5,1,3,NA,0,0,0,0,1,0,1,1,1
"27902911","2022-09-30",0,"Non-University","Male",68,2,5,0,3,NA,0,0,0,0,0,0,0,0,1
"27902917","2022-05-31",0,"Non-University","Female",40,2,5,1,NA,NA,0,0,0,0,0,0,0,1,1
"27902920","2022-08-12",0,"Non-University","Female",84,3,8,1,3,NA,0,0,0,0,0,0,0,0,0
"27902924","2022-07-11",0,"University","Male",42,3,6,1,2,NA,0,0,0,0,0,0,0,0,1
"27902928","2022-08-12",0,"Non-University","Female",47,3,9,0,3,1,0,0,1,0,0,0,1,1,1
"27902929","2022-09-30",0,"Non-University","Male",54,2,0,0,2,NA,0,0,0,0,0,0,0,0,1
"27902930","2022-06-17",0,"Non-University","Female",54,2,5,1,3,NA,0,0,0,0,0,1,1,1,1
"27902931","2022-08-12",0,"Non-University","Female",32,2,5,0,3,NA,0,0,0,0,0,0,1,1,0
"27902940","2022-08-12",0,"Non-University","Female",63,2,5,1,3,NA,0,0,0,0,0,0,0,0,1
"27902948","2022-06-26",0,"Non-University","Female",47,1,5,0,NA,NA,0,0,0,0,0,0,0,0,0
"27902958","2022-08-12",0,"University","Female",77,3,1,1,3,NA,0,0,0,0,0,0,1,1,1
"27902959","2022-06-01",0,"Non-University","Male",49,NA,5,0,3,NA,0,0,0,0,0,0,1,1,1
"27902966","2022-08-05",0,"Non-University","Female",32,0,5,1,1,NA,0,0,0,0,0,0,0,0,NA
"27902971","2022-09-30",0,"Non-University","Female",83,1,7,1,2,NA,0,0,0,0,0,0,0,0,1
"27902974","2022-06-03",0,"Non-University","Female",29,0,5,1,NA,NA,0,0,0,0,0,0,0,0,NA
"27902976","2022-05-27",0,"University","Male",52,3,4,0,3,NA,0,0,0,0,0,0,0,0,0
"27902978","2022-06-08",0,"Non-University","Female",74,2,5,1,2,NA,0,0,0,0,0,0,0,0,0
"27902983","2022-09-30",0,"Non-University","Female",89,3,10,1,3,NA,0,0,0,0,0,0,0,0,0
"27902985","2022-05-31",0,"University","Female",37,3,3,1,3,NA,0,0,0,0,0,1,0,1,0
"27902989","2022-07-11",0,"Non-University","Female",59,1,5,0,3,NA,0,0,0,0,0,0,1,0,0
"27902994","2022-07-31",0,"Non-University","Female",63,2,7,1,3,NA,0,0,0,0,0,0,1,1,0
"27903003","2022-06-07",0,"Non-University","Male",73,3,8,1,3,NA,0,0,0,1,0,0,1,0,1
"27903005","2022-05-27",0,"University","Female",68,3,5,0,3,NA,0,0,1,0,0,0,1,1,1
"27903008","2022-06-07",0,"Non-University","Male",72,3,3,1,3,NA,0,0,0,0,0,0,0,0,NA
"27903009","2022-05-31",0,"University","Male",78,2,7,0,3,NA,0,0,0,0,0,0,1,0,0
"27903015","2022-05-30",0,"University","Female",64,2,6,0,3,NA,0,0,0,0,0,0,0,0,0
"27903016","2022-06-15",0,"University","Female",69,2,5,1,3,NA,0,0,0,0,0,0,0,0,0
"27903018","2022-06-07",0,"Non-University","Male",74,2,4,0,2,NA,0,0,0,0,0,0,0,0,1
"27903032","2022-06-21",0,"Non-University","Female",66,3,8,0,3,NA,0,0,NA,NA,NA,NA,NA,1,0
"27903034","2022-05-30",0,"Non-University","Male",27,2,5,0,1,NA,0,0,0,0,0,0,0,0,0
"27903035","2022-09-30",0,"Non-University","Female",59,2,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27903046","2022-05-29",0,"University","Female",46,3,0,0,3,1,0,0,1,1,1,1,1,1,NA
"27903052","2022-08-12",0,"Non-University","Female",59,1,5,0,3,NA,0,0,0,0,0,0,0,0,0
"27903063","2022-05-31",0,"University","Female",42,2,1,1,3,NA,0,0,0,0,1,1,1,1,1
"27903068","2022-06-08",0,"University","Male",82,3,7,0,3,NA,0,0,1,1,0,0,0,0,1
"27903073","2022-06-09",0,"University","Male",44,2,8,0,NA,NA,0,0,1,1,0,1,0,1,1
"27903076","2022-06-01",0,"Non-University","Male",55,1,8,0,3,NA,1,0,1,1,0,0,1,1,1
"27903077","2022-05-30",0,"Non-University","Male",47,2,5,0,NA,NA,0,0,0,0,0,0,0,0,0
"27903087","2022-06-07",0,"University","Female",59,3,4,1,3,NA,0,0,0,1,0,0,0,1,0
"27903088","2022-06-01",0,"University","Male",25,1,6,0,2,NA,0,0,0,0,0,0,0,1,0
"27903096","2022-06-09",0,"University","Female",37,2,5,0,3,NA,0,0,0,1,1,1,1,1,0
"27903112","2022-08-12",0,"Non-University","Male",75,2,10,1,3,NA,0,0,0,1,0,0,0,0,1
"27903114","2022-05-26",0,"Non-University","Female",75,3,3,0,3,NA,0,0,0,0,0,0,0,0,0
"27903115","2022-06-07",0,"University","Female",27,2,7,1,3,NA,0,0,0,0,0,1,1,1,0
"27903118","2022-08-12",0,"Non-University","Female",79,2,0,1,3,NA,0,0,0,0,0,0,0,0,1
"27903120","2022-06-15",0,"Non-University","Female",51,0,5,0,NA,NA,0,0,0,0,0,0,0,1,0
"27903123","2022-06-08",0,"University","Male",71,3,7,0,3,NA,0,0,1,1,1,1,1,1,1
